id,post_ort,post_nummer,post_nummer_count,post_nummer_link,created_at,updated_at
267,Gustavsfors,666 93,11,https://www.ratsit.se/personer/%C3%85rj%C3%A4ngs-kommun/Gustavsfors-66693,,
268,Högsäter,458 96,607,https://www.ratsit.se/personer/F%C3%A4rgelanda-kommun/H%C3%B6gs%C3%A4ter-45896,,
269,Skåpafors,666 40,279,https://www.ratsit.se/personer/Bengtsfors-kommun/Sk%C3%A5pafors-66640,,
270,Svanskog,662 96,350,https://www.ratsit.se/personer/S%C3%A4ffle-kommun/Svanskog-66296,,
271,Årjäng,672 95,588,https://www.ratsit.se/personer/%C3%85rj%C3%A4ngs-kommun/%C3%85rj%C3%A4ng-67295,,
272,Ödskölt,668 95,194,https://www.ratsit.se/personer/Bengtsfors-kommun/%C3%96dsk%C3%B6lt-66895,,
273,Fåker,845 93,682,https://www.ratsit.se/personer/%C3%96stersunds-kommun/F%C3%A5ker-84593,,
274,Hackås,845 94,863,https://www.ratsit.se/personer/Bergs-kommun/Hack%C3%A5s-84594,,
275,Klövsjö,845 97,374,https://www.ratsit.se/personer/Bergs-kommun/Kl%C3%B6vsj%C3%B6-84597,,
276,Ljungdalen,845 99,136,https://www.ratsit.se/personer/Bergs-kommun/Ljungdalen-84599,,
277,Orrviken,832 94,768,https://www.ratsit.se/personer/%C3%96stersunds-kommun/Orrviken-83294,,
278,Oviken,845 71,194,https://www.ratsit.se/personer/Bergs-kommun/Oviken-84571,,
279,Oviken,845 72,6,https://www.ratsit.se/personer/%C3%85re-kommun/Oviken-84572,,
280,Oviken,845 73,524,https://www.ratsit.se/personer/Bergs-kommun/Oviken-84573,,
281,Rätan,845 95,388,https://www.ratsit.se/personer/Bergs-kommun/R%C3%A4tan-84595,,
282,Storhågna,846 99,26,https://www.ratsit.se/personer/Bergs-kommun/Storh%C3%A5gna-84699,,
283,Storsjö Kapell,845 98,93,https://www.ratsit.se/personer/Bergs-kommun/Storsj%C3%B6-Kapell-84598,,
284,Svenstavik,845 31,788,https://www.ratsit.se/personer/Bergs-kommun/Svenstavik-84531,,
285,Svenstavik,845 61,450,https://www.ratsit.se/personer/Bergs-kommun/Svenstavik-84561,,
286,Svenstavik,845 62,551,https://www.ratsit.se/personer/Bergs-kommun/Svenstavik-84562,,
287,Åsarna,845 51,204,https://www.ratsit.se/personer/Bergs-kommun/%C3%85sarna-84551,,
288,Åsarna,845 52,529,https://www.ratsit.se/personer/Bergs-kommun/%C3%85sarna-84552,,
289,Överturingen,841 95,127,https://www.ratsit.se/personer/%C3%85nge-kommun/%C3%96verturingen-84195,,
290,Bjurholm,916 31,783,https://www.ratsit.se/personer/Bjurholms-kommun/Bjurholm-91631,,
291,Bjurholm,916 91,5,https://www.ratsit.se/personer/Nordmalings-kommun/Bjurholm-91691,,
292,Bjurholm,916 92,349,https://www.ratsit.se/personer/Bjurholms-kommun/Bjurholm-91692,,
293,Bjurholm,916 93,531,https://www.ratsit.se/personer/Bjurholms-kommun/Bjurholm-91693,,
294,Norrfors,914 93,140,https://www.ratsit.se/personer/Nordmalings-kommun/Norrfors-91493,,
295,Nyåker,914 94,247,https://www.ratsit.se/personer/Nordmalings-kommun/Ny%C3%A5ker-91494,,
296,Vännäs,911 94,523,https://www.ratsit.se/personer/V%C3%A4nn%C3%A4s-kommun/V%C3%A4nn%C3%A4s-91194,,
297,Billesholm,267 71,766,https://www.ratsit.se/personer/Bjuvs-kommun/Billesholm-26771,,
298,Billesholm,267 72,811,https://www.ratsit.se/personer/Bjuvs-kommun/Billesholm-26772,,
299,Billesholm,267 73,1095,https://www.ratsit.se/personer/Bjuvs-kommun/Billesholm-26773,,
300,Billesholm,267 74,3,https://www.ratsit.se/personer/Sval%C3%B6vs-kommun/Billesholm-26774,,
301,Bjuv,267 31,1118,https://www.ratsit.se/personer/Bjuvs-kommun/Bjuv-26731,,
302,Bjuv,267 32,327,https://www.ratsit.se/personer/Bjuvs-kommun/Bjuv-26732,,
303,Bjuv,267 33,771,https://www.ratsit.se/personer/Bjuvs-kommun/Bjuv-26733,,
304,Bjuv,267 34,784,https://www.ratsit.se/personer/Bjuvs-kommun/Bjuv-26734,,
305,Bjuv,267 35,629,https://www.ratsit.se/personer/Bjuvs-kommun/Bjuv-26735,,
306,Bjuv,267 36,276,https://www.ratsit.se/personer/Bjuvs-kommun/Bjuv-26736,,
307,Bjuv,267 37,721,https://www.ratsit.se/personer/Bjuvs-kommun/Bjuv-26737,,
308,Bjuv,267 38,480,https://www.ratsit.se/personer/Bjuvs-kommun/Bjuv-26738,,
309,Bjuv,267 39,131,https://www.ratsit.se/personer/Bjuvs-kommun/Bjuv-26739,,
310,Bjuv,267 40,565,https://www.ratsit.se/personer/Bjuvs-kommun/Bjuv-26740,,
311,Bjuv,267 41,237,https://www.ratsit.se/personer/Bjuvs-kommun/Bjuv-26741,,
312,Bjuv,267 90,15,https://www.ratsit.se/personer/Helsingborgs-kommun/Bjuv-26790,,
313,Ekeby,267 75,1037,https://www.ratsit.se/personer/Bjuvs-kommun/Ekeby-26775,,
314,Ekeby,267 76,1039,https://www.ratsit.se/personer/Bjuvs-kommun/Ekeby-26776,,
315,Ekeby,267 77,30,https://www.ratsit.se/personer/Helsingborgs-kommun/Ekeby-26777,,
316,Kågeröd,268 76,730,https://www.ratsit.se/personer/Sval%C3%B6vs-kommun/K%C3%A5ger%C3%B6d-26876,,
317,Mörarp,253 56,860,https://www.ratsit.se/personer/Helsingborgs-kommun/M%C3%B6rarp-25356,,
318,Åstorp,265 32,674,https://www.ratsit.se/personer/%C3%85storps-kommun/%C3%85storp-26532,,
319,Åstorp,265 90,155,https://www.ratsit.se/personer/%C3%84ngelholms-kommun/%C3%85storp-26590,,
320,Boden,961 31,933,https://www.ratsit.se/personer/Bodens-kommun/Boden-96131,,
321,Boden,961 32,323,https://www.ratsit.se/personer/Bodens-kommun/Boden-96132,,
322,Boden,961 33,822,https://www.ratsit.se/personer/Bodens-kommun/Boden-96133,,
323,Boden,961 34,759,https://www.ratsit.se/personer/Bodens-kommun/Boden-96134,,
324,Boden,961 35,957,https://www.ratsit.se/personer/Bodens-kommun/Boden-96135,,
325,Boden,961 36,846,https://www.ratsit.se/personer/Bodens-kommun/Boden-96136,,
326,Boden,961 37,884,https://www.ratsit.se/personer/Bodens-kommun/Boden-96137,,
327,Boden,961 38,47,https://www.ratsit.se/personer/Bodens-kommun/Boden-96138,,
328,Boden,961 39,893,https://www.ratsit.se/personer/Bodens-kommun/Boden-96139,,
329,Boden,961 40,936,https://www.ratsit.se/personer/Bodens-kommun/Boden-96140,,
330,Boden,961 42,1181,https://www.ratsit.se/personer/Bodens-kommun/Boden-96142,,
331,Boden,961 43,633,https://www.ratsit.se/personer/Bodens-kommun/Boden-96143,,
332,Boden,961 44,807,https://www.ratsit.se/personer/Bodens-kommun/Boden-96144,,
333,Boden,961 45,510,https://www.ratsit.se/personer/Bodens-kommun/Boden-96145,,
334,Boden,961 46,906,https://www.ratsit.se/personer/Bodens-kommun/Boden-96146,,
335,Boden,961 47,718,https://www.ratsit.se/personer/Bodens-kommun/Boden-96147,,
336,Boden,961 48,748,https://www.ratsit.se/personer/Bodens-kommun/Boden-96148,,
337,Boden,961 49,123,https://www.ratsit.se/personer/Bodens-kommun/Boden-96149,,
338,Boden,961 50,552,https://www.ratsit.se/personer/Bodens-kommun/Boden-96150,,
339,Boden,961 51,638,https://www.ratsit.se/personer/Bodens-kommun/Boden-96151,,
340,Boden,961 61,561,https://www.ratsit.se/personer/Bodens-kommun/Boden-96161,,
341,Boden,961 62,272,https://www.ratsit.se/personer/Bodens-kommun/Boden-96162,,
342,Boden,961 64,914,https://www.ratsit.se/personer/Bodens-kommun/Boden-96164,,
343,Boden,961 67,604,https://www.ratsit.se/personer/Bodens-kommun/Boden-96167,,
344,Boden,961 68,576,https://www.ratsit.se/personer/Bodens-kommun/Boden-96168,,
345,Boden,961 73,433,https://www.ratsit.se/personer/Bodens-kommun/Boden-96173,,
346,Boden,961 74,357,https://www.ratsit.se/personer/Bodens-kommun/Boden-96174,,
347,Boden,961 75,405,https://www.ratsit.se/personer/Bodens-kommun/Boden-96175,,
348,Boden,961 76,617,https://www.ratsit.se/personer/Bodens-kommun/Boden-96176,,
349,Boden,961 77,549,https://www.ratsit.se/personer/Bodens-kommun/Boden-96177,,
350,Boden,961 91,5,https://www.ratsit.se/personer/Lule%C3%A5-kommun/Boden-96191,,
351,Boden,961 92,206,https://www.ratsit.se/personer/Bodens-kommun/Boden-96192,,
352,Boden,961 93,697,https://www.ratsit.se/personer/Bodens-kommun/Boden-96193,,
353,Boden,961 95,678,https://www.ratsit.se/personer/Bodens-kommun/Boden-96195,,
354,Boden,961 96,401,https://www.ratsit.se/personer/Bodens-kommun/Boden-96196,,
355,Boden,961 98,802,https://www.ratsit.se/personer/Bodens-kommun/Boden-96198,,
356,Gunnarsbyn,961 97,467,https://www.ratsit.se/personer/Bodens-kommun/Gunnarsbyn-96197,,
357,Harads,961 78,451,https://www.ratsit.se/personer/Bodens-kommun/Harads-96178,,
358,Harads,961 90,339,https://www.ratsit.se/personer/Bodens-kommun/Harads-96190,,
359,Luleå,975 94,1269,https://www.ratsit.se/personer/Lule%C3%A5-kommun/Lule%C3%A5-97594,,
360,Niemisel,955 95,362,https://www.ratsit.se/personer/Lule%C3%A5-kommun/Niemisel-95595,,
361,Råneå,955 99,68,https://www.ratsit.se/personer/Lule%C3%A5-kommun/R%C3%A5ne%C3%A5-95599,,
362,Alingsås,441 94,359,https://www.ratsit.se/personer/V%C3%A5rg%C3%A5rda-kommun/Alings%C3%A5s-44194,,
363,Bollebygd,517 33,531,https://www.ratsit.se/personer/Bollebygds-kommun/Bollebygd-51733,,
364,Bollebygd,517 34,775,https://www.ratsit.se/personer/Bollebygds-kommun/Bollebygd-51734,,
365,Bollebygd,517 35,186,https://www.ratsit.se/personer/Bollebygds-kommun/Bollebygd-51735,,
366,Bollebygd,517 36,1094,https://www.ratsit.se/personer/Bollebygds-kommun/Bollebygd-51736,,
367,Bollebygd,517 37,1091,https://www.ratsit.se/personer/Bollebygds-kommun/Bollebygd-51737,,
368,Bollebygd,517 91,18,https://www.ratsit.se/personer/Marks-kommun/Bollebygd-51791,,
369,Bollebygd,517 92,819,https://www.ratsit.se/personer/Bollebygds-kommun/Bollebygd-51792,,
370,Hedared,504 92,354,https://www.ratsit.se/personer/Bor%C3%A5s-kommun/Hedared-50492,,
371,Hindås,438 98,10,https://www.ratsit.se/personer/Lerums-kommun/Hind%C3%A5s-43898,,
372,Hultafors,517 96,338,https://www.ratsit.se/personer/Bollebygds-kommun/Hultafors-51796,,
373,Hyssna,511 98,890,https://www.ratsit.se/personer/Marks-kommun/Hyssna-51198,,
374,Olsfors,517 71,490,https://www.ratsit.se/personer/Bollebygds-kommun/Olsfors-51771,,
375,Olsfors,517 95,4,https://www.ratsit.se/personer/Bor%C3%A5s-kommun/Olsfors-51795,,
376,Sandared,518 90,535,https://www.ratsit.se/personer/Bor%C3%A5s-kommun/Sandared-51890,,
377,Töllsjö,517 70,308,https://www.ratsit.se/personer/Bollebygds-kommun/T%C3%B6llsj%C3%B6-51770,,
378,Töllsjö,517 93,371,https://www.ratsit.se/personer/Bollebygds-kommun/T%C3%B6llsj%C3%B6-51793,,
379,Töllsjö,517 94,274,https://www.ratsit.se/personer/Bollebygds-kommun/T%C3%B6llsj%C3%B6-51794,,
380,Arbrå,821 60,456,https://www.ratsit.se/personer/Bolln%C3%A4s-kommun/Arbr%C3%A5-82160,,
381,Arbrå,821 61,1119,https://www.ratsit.se/personer/Bolln%C3%A4s-kommun/Arbr%C3%A5-82161,,
382,Arbrå,821 62,206,https://www.ratsit.se/personer/Bolln%C3%A4s-kommun/Arbr%C3%A5-82162,,
383,Arbrå,821 63,432,https://www.ratsit.se/personer/Bolln%C3%A4s-kommun/Arbr%C3%A5-82163,,
384,Bollnäs,821 30,804,https://www.ratsit.se/personer/Bolln%C3%A4s-kommun/Bolln%C3%A4s-82130,,
385,Bollnäs,821 31,672,https://www.ratsit.se/personer/Bolln%C3%A4s-kommun/Bolln%C3%A4s-82131,,
386,Bollnäs,821 32,810,https://www.ratsit.se/personer/Bolln%C3%A4s-kommun/Bolln%C3%A4s-82132,,
387,Bollnäs,821 33,861,https://www.ratsit.se/personer/Bolln%C3%A4s-kommun/Bolln%C3%A4s-82133,,
388,Bollnäs,821 34,1424,https://www.ratsit.se/personer/Bolln%C3%A4s-kommun/Bolln%C3%A4s-82134,,
389,Bollnäs,821 35,988,https://www.ratsit.se/personer/Bolln%C3%A4s-kommun/Bolln%C3%A4s-82135,,
390,Bollnäs,821 36,408,https://www.ratsit.se/personer/Bolln%C3%A4s-kommun/Bolln%C3%A4s-82136,,
391,Bollnäs,821 40,402,https://www.ratsit.se/personer/Bolln%C3%A4s-kommun/Bolln%C3%A4s-82140,,
392,Bollnäs,821 41,807,https://www.ratsit.se/personer/Bolln%C3%A4s-kommun/Bolln%C3%A4s-82141,,
393,Bollnäs,821 42,944,https://www.ratsit.se/personer/Bolln%C3%A4s-kommun/Bolln%C3%A4s-82142,,
394,Bollnäs,821 43,837,https://www.ratsit.se/personer/Bolln%C3%A4s-kommun/Bolln%C3%A4s-82143,,
395,Bollnäs,821 50,1272,https://www.ratsit.se/personer/Bolln%C3%A4s-kommun/Bolln%C3%A4s-82150,,
396,Bollnäs,821 51,1135,https://www.ratsit.se/personer/Bolln%C3%A4s-kommun/Bolln%C3%A4s-82151,,
397,Bollnäs,821 91,538,https://www.ratsit.se/personer/Bolln%C3%A4s-kommun/Bolln%C3%A4s-82191,,
398,Bollnäs,821 92,10,https://www.ratsit.se/personer/Ovan%C3%A5kers-kommun/Bolln%C3%A4s-82192,,
399,Bollnäs,821 93,780,https://www.ratsit.se/personer/Bolln%C3%A4s-kommun/Bolln%C3%A4s-82193,,
400,Bollnäs,821 94,831,https://www.ratsit.se/personer/Bolln%C3%A4s-kommun/Bolln%C3%A4s-82194,,
401,Bollnäs,821 95,441,https://www.ratsit.se/personer/Bolln%C3%A4s-kommun/Bolln%C3%A4s-82195,,
402,Holmsveden,823 92,310,https://www.ratsit.se/personer/S%C3%B6derhamns-kommun/Holmsveden-82392,,
403,Järvsö,827 54,888,https://www.ratsit.se/personer/Ljusdals-kommun/J%C3%A4rvs%C3%B6-82754,,
404,Kilafors,823 30,966,https://www.ratsit.se/personer/Bolln%C3%A4s-kommun/Kilafors-82330,,
405,Kilafors,823 91,1154,https://www.ratsit.se/personer/Bolln%C3%A4s-kommun/Kilafors-82391,,
406,Rengsjö,821 58,426,https://www.ratsit.se/personer/Bolln%C3%A4s-kommun/Rengsj%C3%B6-82158,,
407,Rengsjö,821 98,29,https://www.ratsit.se/personer/S%C3%B6derhamns-kommun/Rengsj%C3%B6-82198,,
408,Segersta,823 93,535,https://www.ratsit.se/personer/Bolln%C3%A4s-kommun/Segersta-82393,,
409,Söderhamn,826 93,461,https://www.ratsit.se/personer/S%C3%B6derhamns-kommun/S%C3%B6derhamn-82693,,
410,Trönödal,826 95,638,https://www.ratsit.se/personer/S%C3%B6derhamns-kommun/Tr%C3%B6n%C3%B6dal-82695,,
411,Vallsta,821 67,830,https://www.ratsit.se/personer/Bolln%C3%A4s-kommun/Vallsta-82167,,
412,Vallsta,821 68,6,https://www.ratsit.se/personer/Hudiksvalls-kommun/Vallsta-82168,,
413,Åmotsbruk,816 95,334,https://www.ratsit.se/personer/Ockelbo-kommun/%C3%85motsbruk-81695,,
414,Borgholm,387 31,541,https://www.ratsit.se/personer/Borgholms-kommun/Borgholm-38731,,
415,Borgholm,387 32,380,https://www.ratsit.se/personer/Borgholms-kommun/Borgholm-38732,,
416,Borgholm,387 33,247,https://www.ratsit.se/personer/Borgholms-kommun/Borgholm-38733,,
417,Borgholm,387 34,488,https://www.ratsit.se/personer/Borgholms-kommun/Borgholm-38734,,
418,Borgholm,387 35,750,https://www.ratsit.se/personer/Borgholms-kommun/Borgholm-38735,,
419,Borgholm,387 36,505,https://www.ratsit.se/personer/Borgholms-kommun/Borgholm-38736,,
420,Borgholm,387 37,260,https://www.ratsit.se/personer/Borgholms-kommun/Borgholm-38737,,
421,Borgholm,387 91,360,https://www.ratsit.se/personer/Borgholms-kommun/Borgholm-38791,,
422,Borgholm,387 92,796,https://www.ratsit.se/personer/Borgholms-kommun/Borgholm-38792,,
423,Borgholm,387 93,485,https://www.ratsit.se/personer/Borgholms-kommun/Borgholm-38793,,
424,Borgholm,387 94,385,https://www.ratsit.se/personer/Borgholms-kommun/Borgholm-38794,,
425,Byxelkrok,387 75,321,https://www.ratsit.se/personer/Borgholms-kommun/Byxelkrok-38775,,
426,Färjestaden,386 94,30,https://www.ratsit.se/personer/M%C3%B6rbyl%C3%A5nga-kommun/F%C3%A4rjestaden-38694,,
427,Färjestaden,386 95,1038,https://www.ratsit.se/personer/M%C3%B6rbyl%C3%A5nga-kommun/F%C3%A4rjestaden-38695,,
428,Köpingsvik,387 50,483,https://www.ratsit.se/personer/Borgholms-kommun/K%C3%B6pingsvik-38750,,
429,Köpingsvik,387 52,26,https://www.ratsit.se/personer/Borgholms-kommun/K%C3%B6pingsvik-38752,,
430,Köpingsvik,387 90,164,https://www.ratsit.se/personer/Borgholms-kommun/K%C3%B6pingsvik-38790,,
431,Köpingsvik,387 95,413,https://www.ratsit.se/personer/Borgholms-kommun/K%C3%B6pingsvik-38795,,
432,Köpingsvik,387 96,420,https://www.ratsit.se/personer/Borgholms-kommun/K%C3%B6pingsvik-38796,,
433,Löttorp,387 70,475,https://www.ratsit.se/personer/Borgholms-kommun/L%C3%B6ttorp-38770,,
434,Löttorp,387 71,194,https://www.ratsit.se/personer/Borgholms-kommun/L%C3%B6ttorp-38771,,
435,Löttorp,387 72,412,https://www.ratsit.se/personer/Borgholms-kommun/L%C3%B6ttorp-38772,,
436,Löttorp,387 73,557,https://www.ratsit.se/personer/Borgholms-kommun/L%C3%B6ttorp-38773,,
437,Löttorp,387 74,143,https://www.ratsit.se/personer/Borgholms-kommun/L%C3%B6ttorp-38774,,
438,Borlänge,781 68,9,https://www.ratsit.se/personer/Falu-kommun/Borl%C3%A4nge-78168,,
439,Borlänge,781 69,419,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78169,,
440,Borlänge,781 70,4,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78170,,
441,Borlänge,781 71,8,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78171,,
442,Borlänge,781 72,20,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78172,,
443,Borlänge,781 73,2,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78173,,
444,Borlänge,781 74,3,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78174,,
445,Borlänge,781 90,8,https://www.ratsit.se/personer/Gagnefs-kommun/Borl%C3%A4nge-78190,,
446,Borlänge,781 91,2,https://www.ratsit.se/personer/S%C3%A4ters-kommun/Borl%C3%A4nge-78191,,
447,Borlänge,781 92,302,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78192,,
448,Borlänge,781 93,425,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78193,,
449,Borlänge,781 94,5,https://www.ratsit.se/personer/S%C3%A4ters-kommun/Borl%C3%A4nge-78194,,
450,Borlänge,781 96,341,https://www.ratsit.se/personer/S%C3%A4ters-kommun/Borl%C3%A4nge-78196,,
451,Borlänge,781 97,435,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78197,,
452,Borlänge,781 98,575,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78198,,
453,Borlänge,784 30,773,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78430,,
454,Borlänge,784 31,1105,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78431,,
455,Borlänge,784 32,1025,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78432,,
456,Borlänge,784 33,683,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78433,,
457,Borlänge,784 34,1168,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78434,,
458,Borlänge,784 35,971,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78435,,
459,Borlänge,784 36,938,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78436,,
460,Borlänge,784 37,1112,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78437,,
461,Borlänge,784 39,143,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78439,,
462,Borlänge,784 40,1239,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78440,,
463,Borlänge,784 41,1334,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78441,,
464,Borlänge,784 42,933,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78442,,
465,Borlänge,784 43,1093,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78443,,
466,Borlänge,784 44,963,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78444,,
467,Borlänge,784 45,1038,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78445,,
468,Borlänge,784 50,1248,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78450,,
469,Borlänge,784 51,1286,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78451,,
470,Borlänge,784 52,1333,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78452,,
471,Borlänge,784 53,1384,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78453,,
472,Borlänge,784 54,1569,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78454,,
473,Borlänge,784 55,1142,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78455,,
474,Borlänge,784 56,1125,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78456,,
475,Borlänge,784 60,785,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78460,,
476,Borlänge,784 61,979,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78461,,
477,Borlänge,784 62,1345,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78462,,
478,Borlänge,784 63,1166,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78463,,
479,Borlänge,784 65,1114,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78465,,
480,Borlänge,784 66,870,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78466,,
481,Borlänge,784 67,1250,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78467,,
482,Borlänge,784 68,906,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78468,,
483,Borlänge,784 72,409,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78472,,
484,Borlänge,784 73,617,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78473,,
485,Borlänge,784 74,865,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78474,,
486,Borlänge,784 75,940,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78475,,
487,Borlänge,784 76,398,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78476,,
488,Borlänge,784 77,761,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78477,,
489,Borlänge,784 78,528,https://www.ratsit.se/personer/Borl%C3%A4nge-kommun/Borl%C3%A4nge-78478,,
490,Falun,791 92,479,https://www.ratsit.se/personer/Falu-kommun/Falun-79192,,
491,Falun,791 93,779,https://www.ratsit.se/personer/Falu-kommun/Falun-79193,,
492,Falun,791 94,1132,https://www.ratsit.se/personer/Falu-kommun/Falun-79194,,
493,Idkerberget,781 99,2,https://www.ratsit.se/personer/S%C3%A4ters-kommun/Idkerberget-78199,,
494,Insjön,793 41,1067,https://www.ratsit.se/personer/Leksands-kommun/Insj%C3%B6n-79341,,
495,Aplared,516 50,352,https://www.ratsit.se/personer/Bor%C3%A5s-kommun/Aplared-51650,,
496,Aplared,516 96,20,https://www.ratsit.se/personer/Svenljunga-kommun/Aplared-51696,,
497,Borgstena,513 70,311,https://www.ratsit.se/personer/Bor%C3%A5s-kommun/Borgstena-51370,,
498,Borgstena,513 97,10,https://www.ratsit.se/personer/Herrljunga-kommun/Borgstena-51397,,
499,Borås,503 30,450,https://www.ratsit.se/personer/Bor%C3%A5s-kommun/Bor%C3%A5s-50330,,
500,Borås,503 31,421,https://www.ratsit.se/personer/Bor%C3%A5s-kommun/Bor%C3%A5s-50331,,
